"ID","US_ENG","US_FRA","US_SPA","EU_ENG","EU_FRA","EU_ITA","EU_GER","EU_SPA","EU_NED"
"WIFI_09","Communication error. You have been 
disconnected from Nintendo Wi-Fi 
Connection. Please try again.
For help, visit support.nintendo.com.","Erreur de communication. 
Vous avez été déconnecté de 
la connexion Wi-Fi Nintendo. 
Veuillez réessayer.
Pour toute assistance, visitez 
le site support.nintendo.com.","Error de conexión. Se ha interrumpido 
la comunicación con la Conexión Wi-Fi 
de Nintendo. Vuelve a intentarlo. 
Para obtener ayuda, visita el sitio 
web support.nintendo.com.","Communication error. You have been 
disconnected from Nintendo Wi-Fi 
Connection. Please try again.
For help, visit support.nintendo.com.","Erreur de communication. 
Vous avez été déconnecté de 
la connexion Wi-Fi Nintendo. 
Veuillez réessayer.
Pour toute assistance, visitez 
le site support.nintendo.com.","Errore di comunicazione. 
Il collegamento alla Nintendo Wi-Fi Connection 
si è interrotto. Riprova. Per informazioni,
visita il sito Internet support.nintendo.com","Fehler bei der Datenübertragung. 
Die Verbindung zur Nintendo Wi-Fi 
Connection wurde unterbrochen. 
Bitte versuche es erneut. 
Besuche support.nintendo.com, 
um weitere Hilfe zu erhalten.","Error de conexión. Se ha interrumpido 
la comunicación con la Conexión Wi-Fi 
de Nintendo. Vuelve a intentarlo. 
Para obtener ayuda, visita el sitio 
web support.nintendo.com.","Communicatiefout. De verbinding met de 
Nintendo Wi-Fi Connection is verbroken. 
Probeer het nog eens.
Kijk op support.nintendo.com voor meer
informatie."
"WIFI_10","Communication error. Please try again. 
For help, visit support.nintendo.com.","Erreur de communication. Veuillez 
réessayer. Pour toute assistance, 
visitez le site support.nintendo.com.","Error de conexión. Vuelve a intentarlo.
Para obtener ayuda, visita el sitio web
support.nintendo.com.","Communication error. Please try again. 
For help, visit support.nintendo.com.","Erreur de communication. Veuillez 
réessayer. Pour toute assistance, 
visitez le site support.nintendo.com.","Errore di comunicazione. 
Riprova. Per informazioni, visita il 
sito Internet support.nintendo.com","Fehler bei der Datenübertragung. 
Versuche es bitte noch einmal. 
Besuche support.nintendo.com, 
um weitere Hilfe zu erhalten.","Error de conexión. Vuelve a intentarlo.
Para obtener ayuda, visita el sitio web
support.nintendo.com.","Communicatiefout. Probeer het nog eens.
Kijk op support.nintendo.com voor meer
informatie."
"WIFI_11","Download failed. Please try again. 
For help, visit support.nintendo.com. ","Le téléchargement a échoué. Veuillez 
réessayer. Pour toute assistance,
visitez le site support.nintendo.com.","Error de descarga. Vuelve a intentarlo.
Para obtener ayuda, visita el sitio web
support.nintendo.com.","Download failed. Please try again. 
For help, visit support.nintendo.com.","Le téléchargement a échoué. Veuillez 
réessayer. Pour toute assistance,
visitez le site support.nintendo.com.","Il download non è riuscito. 
Riprova. Per informazioni, visita il 
sito Internet support.nintendo.com","Download fehlgeschlagen. 
Versuche es bitte noch einmal. 
Besuche support.nintendo.com, 
um weitere Hilfe zu erhalten.","Error de descarga. Vuelve a intentarlo.
Para obtener ayuda, visita el sitio web
support.nintendo.com.","Download mislukt. Probeer het nog eens.
Kijk op support.nintendo.com voor meer
informatie. "
"WIFI_12","Nintendo Wi-Fi Connection cannot be 
used because an error has occurred.
Reset and try again.
For help, visit support.nintendo.com.","Une erreur est survenue. 
Impossible d'utiliser la connexion 
Wi-Fi Nintendo. Veuillez appuyer sur 
le bouton RESET et réessayer.
Pour toute assistance, 
visitez le site support.nintendo.com.","Se ha producido un error y no se puede
usar la Conexión Wi-Fi de Nintendo.
Pulsa el Botón RESET y vuelve a 
intentarlo. Para obtener ayuda, visita 
el sitio web support.nintendo.com.","Nintendo Wi-Fi Connection cannot be 
used because an error has occurred.
Reset and try again.
For help, visit support.nintendo.com.","Une erreur est survenue. 
Impossible d'utiliser la connexion 
Wi-Fi Nintendo. Veuillez appuyer sur 
le bouton RESET et réessayer.
Pour toute assistance, 
visitez le site support.nintendo.com.","Si è verificato un errore. Impossibile 
utilizzare la Nintendo Wi-Fi Connection.
Premi il pulsante RESET e riprova. 
Per informazioni, visita il sito 
Internet support.nintendo.com","Ein Fehler ist aufgetreten. Die Nintendo Wi-Fi 
Connection kann nicht verwendet werden.
Bitte betätige den RESET-Knopf und 
versuche es erneut. 
Besuche support.nintendo.com, 
um weitere Hilfe zu erhalten.","Se ha producido un error y no se puede
usar la Conexión Wi-Fi de Nintendo.
Pulsa el Botón RESET y vuelve a 
intentarlo. Para obtener ayuda, visita 
el sitio web support.nintendo.com.","Er is een fout opgetreden. De Nintendo 
Wi-Fi Connection kan niet worden 
gebruikt. Druk op de RESET-knop op je 
Wii-systeem en probeer het nog eens.
Kijk op support.nintendo.com voor meer
informatie. "
"WIFI_13","The player has stopped responding.","Plus aucune réponse de la part du joueur.","El otro jugador ha dejado de responder.","The player has stopped responding.","Plus aucune réponse de la part du joueur.","Nessuna risposta da parte del giocatore.","Der Spieler gibt keine Rückmeldung mehr.","El otro jugador ha dejado de responder.","De speler reageert niet meer."
"WIFI_14","There is no response.","Aucune réponse.","No hay respuesta.","There is no response.","Aucune réponse.","Nessuna risposta.","Keine Rückmeldung.","No hay respuesta.","Geen reactie."
"CD001","OK","Ok","OK","OK","Ok","OK","OK","OK",""
"CD002","Yes","Oui","Si","Yes","Oui","Sì","Ja","Si",""
"CD003","No","Non","No","No","Non","No","Nein","No",""
"CD005","Return to the Wii Menu Data 
Management Screen?","Retourner à l'écran de gestion des données 
dans le Menu Wii ?","¿Volver a la pantalla de gestión de datos 
del Menú de Wii?","Go to the Data Management Screen?","Accéder à l'écran de gestion des données?","Vai allo schermo Gestione dati?","Zurück zum Datenverwaltungsbildschirm?","¿Ir a la pantalla de gestión de datos?",""
"CD006","Continue without saving/loading?","Continuer sans sauvegarder/charger?","¿Continuar sin guardar/cargar?","Continue without saving/loading?","Continuer sans sauvegarder/charger?","Prosegui senza salvare/caricare?","Ohne Speichern/Laden fortfahren?","¿Continuar sin guardar/cargar?",""
"CD010","Save data is not found.
Create a new file?","Sauvegarde introuvable.
Créer un nouveau fichier ?","No se han hallado datos guardados.
¿Crear un archivo nuevo?","Save data is not found.
Create a new file?","Sauvegarde introuvable.
Créer un nouveau fichier ?","Il salvataggio non è stato trovato.
Creare un nuovo file?","Es konnte kein Spielstand gefunden werden. 
Neue Datei anlegen?","No se han hallado datos guardados.
¿Crear un archivo nuevo?",""
"CD020","Save file deleted.
Continue?","Sauvegarde supprimée.
Continuer ?","Archivo guardado borrado.
¿Continuar?","Save file deleted.
Continue?","Sauvegarde supprimée.
Continuer ?","Salvataggio cancellato.
Proseguire?","Spielstand gelöscht.
Fortsetzen?","Archivo guardado borrado.
¿Continuar?",""
"CD030","Play without save file?","Jouer sans sauvegarde ?","¿Continuar sin guardar?","Play without save file?","Jouer sans sauvegarde ?","Nessun salvataggio presente.
Proseguire?","Ohne zu speichern fortfahren?","¿Continuar sin guardar?",""
"CD040","Recovering data.  
Continue?","Récupération des données.
Continuer ?","Recuperando datos.
¿Continuar?","Recovering data.  
Continue?","Récupération des données.
Continuer ?","Recupero dati in corso. Proseguire?","Daten werden wiederhergestellt.
Fortsetzen?","Recuperando datos.
¿Continuar?",""
"CD050","The same name already exists.
Overwrite data?","Ce nom existe déjà.
Écraser les données ?","Ese nombre ya existe.
¿Quieres sobrescribirlo?","The same name already exists.
Overwrite data?","Ce nom existe déjà.
Écraser les données ?","Questo nome è già stato usato.
Sovrascrivere i dati?","Der Name existiert bereits.
Daten überschreiben?","Ese nombre ya existe.
¿Quieres sobrescribirlo?",""
"CD060","Return Wii Remote to default settings?","Reconnecter la Wii Remote ?","¿Devolver el Wii Remote a sus ajustes 
predeterminados?","Return Wii Remote to default settings?","Rétablir les paramètres par défaut de la 
télécommande Wii ?","Azzerare impostazioni del telecomando Wii?","Zurück zu den Standardeinstellungen 
der Wii-Fernbedienung?","¿Devolver el mando de Wii a sus ajustes 
predeterminados?",""
"KH000","Select","Sélec.","Selec.","Select","Sélec.","Scegli","Wählen","Selec.",""
"KH001","Accept","Valid.","Acept.","Accept","Valid.","OK","OK","Acept.",""
"KH002","Back","Retour","Atrás","Back","Retour","Indietro","Zurück","Atrás",""
"KH003","Next","Suiv.","Sig.","Next","Suiv.","Avanti","Weiter","Sig.",""
"KH004","Skip","Passer","Omitir","Skip","Passer","Salta","Weiter","Omitir",""
"KH005","Match Options","Options de match","Opciones de combate","Match Options","Options de match","Opzioni Incontro","Spieloptionen","Opciones de combate",""
"KH006","Friend","Ami","Amigo","Friend","Ami","Amico","Freund","Amigo",""
"KH007","Start","Début","Inicio","Start","Début","Inizia","Start","Inicio",""
"KH008","Retry","Réessayer","Reintentar","Retry","Réessayer","Riprova","Neuer Versuch","Reintentar",""
"EX000","Player 1","Joueur 1","Jugador 1","Player 1","Joueur 1","Giocatore 1","Spieler 1","Jugador 1",""
"EX001","New","Nouveau","Nuevo","New","Nouveau","Nuovo","Neu","Nuevo",""
"EX002","SP","SP","ES","SP","SP","SP","SP","ES",""
"TL001","","","","","","","","",""
"TL002","PRESS ANY BUTTON","APP. SUR UN BOUTON","PULSA CUALQUIER BOTÓN","PRESS ANY BUTTON","APP. SUR UN BOUTON","PREMI UN PULSANTE","BELIEBIGEN KNOPF DRÜCKEN","PULSA CUALQUIER BOTÓN",""
"TL003","","","","","","","","",""
"TL004","Online Interactions Not Rated by the ESRB","Les échanges en ligne ne sont pas classés par l'ESRB","Online Interactions Not Rated by the ESRB","Online Interactions Not Rated by the ESRB","Les échanges en ligne ne sont pas classés par l'ESRB","Online Interactions Not Rated by the ESRB","Online Interactions Not Rated by the ESRB","Online Interactions Not Rated by the ESRB",""
"TM000","MENU","MENU","MENÚ","MENU","MENU","MENU","MENÜ","MENÚ",""
"TM010","Arcade Mode","Arcade","Modo Arcade","Arcade Mode","Arcade","Arcade","Arcade-Modus","Modo Arcade",""
"TM011","Begin your adventure as a hero and take
down the evil Shredder!","Lance-toi dans l'aventure pour éliminer
le diabolique Shredder !","¡Empieza tu aventura como héroe y 
acaba con el malvado Despedazador!","Begin your adventure as a hero and take
down the evil Shredder!","Lance-toi dans l'aventure pour éliminer
le diabolique Shredder !","Inizia la tua avventura di eroe e sconfiggi 
il diabolico Shredder!","Stürze dich als Held ins Abenteuer und 
bring Shredder zu Fall.","¡Empieza tu aventura como héroe y 
acaba con el malvado Despedazador!",""
"TM020","Survival Mode","Survie","Supervivencia","Survival Mode","Survie","Sopravvivenza","Überlebensmodus","Supervivencia",""
"TM021","Defeat your opponents quickly and
survive as long as you can.","Résiste le plus longtemps possible face
aux hordes d'ennemis !","Vence rápido a tus rivales y
sobrevive tanto tiempo como puedas.","Defeat your opponents quickly and
survive as long as you can.","Résiste le plus longtemps possible face
aux hordes d'ennemis !","Sconfiggi i tuoi avversari in fretta e
sopravvivi più a lungo che puoi.","Besiege deine Gegner schnell und 
überlebe so lange wie möglich.","Vence rápido a tus rivales y
sobrevive tanto tiempo como puedas.",""
"TM030","Battle Royal","Mêlée générale","Batalla Campal","Battle Royal","Mêlée générale","Ultimo sangue","Königsschlacht","Batalla Campal",""
"TM031","Setup and play matches with one to
four players.","Organise des parties de 
un à quatre joueurs !","Crea y juega partidas con
uno a cuatro jugadores.","Setup and play matches with one to
four players.","Organise des parties de 
un à quatre joueurs !","Affronta incontri con uno o quattro
giocatori.","Erstelle und spiele ein Spiel mit ein bis 
vier Gegnern.","Crea y juega partidas con
uno a cuatro jugadores.",""
"TM040","Mission Mode","Mission","Modo Misión","Mission Mode","Mission","Missione","Missionsmodus","Modo Misión",""
"TM041","Take on challenges that test your full 
range of skills!","Relève tous les défis qui t'attendent 
pour marquer de super scores !","¡Acepta los desafíos que pondrán 
a prueba tus habilidades!","Take on challenges that test your full 
range of skills!","Relève tous les défis qui t'attendent 
pour marquer de super scores !","Affronta sfide che metteranno alla prova 
le tue abilità.
","Stelle dich Prüfungen, die alle deine 
Fähigkeiten auf die Probe stellen.","¡Acepta los desafíos que pondrán 
a prueba tus habilidades!",""
"TM050","Practice","Entraînement","Práctica","Practice","Entraînement","Allenamento","Training","Práctica",""
"TM051","Train here!","Perfectionne tes techniques de combat !","¡Entrena aquí!","Train here!","Perfectionne tes techniques de combat !","Allenati qui!","Trainiere hier!","¡Entrena aquí!",""
"TM060","Tournament","Tournoi","Torneo","Tournament","Tournoi","Torneo","Turnier","Torneo",""
"TM061","Participate in three to eight player 
tournaments.","Participe à un tournoi de 3 à 8 joueurs.","Participa en torneos para entre tres 
y ocho jugadores.","Participate in three to eight player 
tournaments.","Participe à un tournoi de 3 à 8 joueurs.","Partecipa a tornei da tre o otto giocatori.","Nimm an Turnieren für 3 bis 8 Spieler 
teil.","Participa en torneos para entre tres 
y ocho jugadores.",""
"TM070","Swap Out","Remplacement","Sustitución","Swap Out","Remplacement","Scambio","Auswechseln","Sustitución",""
"TM071","Participate in three to eight player 
matches where players take turns.","Joue à des parties de 3 à 8 joueurs, 
où les participants se succèdent.","Participa en combates para entre 
tres y ocho jugadores por turnos.","Participate in three to eight player 
matches where players take turns.","Joue à des parties de 3 à 8 joueurs, 
où les participants se succèdent.","Sopravvivi a combattimenti in cui si 
avvicendano da tre ad otto giocatori.","Nimm an Turnieren für 3 bis 8 Spieler teil, 
wobei sich die Spieler abwechseln.","Participa en combates para entre 
tres y ocho jugadores por turnos.",""
"TM080","Nintendo WFC","CWF Nintendo","CWF de Nintendo","Nintendo WFC","CWF Nintendo","Nintendo WFC","Nintendo WFC","CWF de Nintendo",""
